iter	Passed	Remaining
242	30397	219785
243	30496	219477
244	30620	219341
245	30742	219195
246	30845	218913
247	30961	218724
248	31060	218423
249	31171	218200
250	31281	217975
251	31382	217683
252	31494	217476
253	31608	217274
254	31707	216977
255	31804	216666
256	31900	216349
257	32009	216124
258	32118	215903
259	32223	215649
260	32320	215344
261	32419	215058
262	32528	214833
263	32636	214612
264	32746	214399
265	32882	214353
266	32996	214166
267	33109	213975
268	33208	213693
269	33300	213369
270	33402	213107
271	33505	212855
272	33616	212661
273	33741	212545
274	33849	212327
275	33956	212105
276	34069	211917
277	34170	211661
278	34271	211400
279	34384	211218
280	34487	210973
281	34592	210745
282	34707	210574
283	34814	210360
284	34923	210151
285	35032	209949
286	35148	209787
287	35261	209607
288	35361	209356
289	35478	209198
290	35609	209130
291	35728	208987
292	35836	208782
293	35936	208528
294	36035	208274
295	36145	208078
296	36241	207807
297	36360	207672
298	36459	207418
299	36573	207251
300	36685	207072
301	36798	206902
302	36911	206728
303	37013	206494
304	37118	206280
305	37227	206089
306	37326	205843
307	37440	205678
308	37546	205475
309	37643	205218
310	37763	205090
311	37866	204869
312	37979	204702
313	38094	204543
314	38204	204362
315	38307	204143
316	38416	203960
317	38527	203783
318	38639	203613
319	38754	203461
320	38847	203194
321	38945	202949
322	39061	202804
323	39155	202544
324	39261	202349
325	39367	202148
326	39481	201993
327	39582	201774
328	39685	201565
329	39798	201404
330	39905	201214
331	40020	201068
332	40116	200824
333	40236	200702
334	40358	200586
335	40466	200405
336	40575	200229
337	40685	200059
338	40786	199840
339	40900	199690
340	41013	199535
341	41125	199372
342	41244	199247
343	41345	199035
344	41462	198901
345	41565	198695
346	41680	198555
347	41779	198334
348	41891	198172
349	41993	197970
350	42113	197847
351	42225	197691
352	42328	197494
353	42442	197346
354	42555	197193
355	42663	197020
356	42774	196856
357	42909	196808
358	43033	196709
359	43142	196536
360	43256	196393
361	43357	196188
362	43469	196029
363	43578	195862
364	43680	195664
365	43782	195463
366	43902	195346
367	44012	195184
368	44114	194989
369	44224	194825
370	44337	194678
371	44434	194459
372	44555	194350
373	44669	194205
374	44778	194039
375	44888	193881
376	45002	193737
377	45111	193573
378	45230	193452
379	45339	193289
380	45448	193126
381	45562	192985
382	45665	192795
383	45767	192603
384	45882	192468
385	45999	192341
386	46112	192196
387	46214	192005
388	46337	191901
389	46441	191720
390	46554	191576
391	46666	191429
392	46770	191247
393	46876	191073
394	46995	190955
395	47110	190822
396	47220	190666
397	47338	190541
398	47450	190396
399	47547	190188
400	47656	190030
401	47765	189874
402	47882	189749
403	47982	189555
404	48102	189441
405	48206	189264
406	48320	189127
407	48432	188982
408	48546	188846
409	48660	188705
410	48770	188557
411	48881	188407
412	48999	188287
413	49115	188157
414	49219	187981
415	49330	187835
416	49441	187687
417	49554	187548
418	49666	187404
419	49767	187219
420	49880	187080
421	49978	186886
422	50092	186753
423	50189	186554
424	50305	186426
425	50400	186219
426	50501	186040
427	50614	185901
428	50727	185765
429	50833	185599
430	50942	185448
431	51075	185385
432	51227	185390
433	51386	185416
434	51516	185342
435	51654	185291
436	51794	185249
437	51937	185218
438	52088	185217
439	52210	185109
440	52313	184936
441	52425	184792
442	52537	184651
443	52647	184504
444	52748	184323
445	52882	184259
446	52989	184099
447	53107	183978
448	53280	184049
449	53426	184023
450	53565	183976
451	53672	183815
452	53784	183674
453	53900	183545
454	54016	183418
455	54115	183232
456	54217	183058
457	54315	182871
458	54415	182690
459	54534	182573
460	54638	182406
461	54753	182273
462	54854	182096
463	54960	181937
464	55067	181782
465	55177	181634
466	55294	181512
467	55427	181441
468	55591	181472
469	55709	181352
470	55848	181299
471	55974	181205
472	56085	181063
473	56200	180930
474	56322	180825
475	56445	180721
476	56606	180738
477	56762	180736
478	56917	180732
479	57044	180640
480	57217	180694
481	57352	180623
482	57464	180485
483	57583	180366
484	57702	180246
485	57810	180092
486	57930	179977
487	58066	179912
488	58167	179737
489	58272	179574
490	58390	179452
491	58497	179296
492	58624	179202
493	58749	179102
494	58860	178958
495	58963	178792
496	59066	178625
497	59174	178473
498	59283	178324
499	59401	178205
500	59523	178095
501	59639	177966
502	59763	177865
503	59872	177715
504	59992	177602
505	60108	177475
506	60223	177344
507	60342	177227
508	60458	177099
509	60565	176947
510	60678	176810
511	60798	176695
512	60900	176527
513	61001	176358
514	61123	176248
515	61238	176119
516	61354	175993
517	61462	175844
518	61574	175706
519	61692	175585
520	61799	175434
521	61903	175274
522	62007	175115
523	62126	174997
524	62233	174847
525	62344	174705
526	62441	174529
527	62555	174397
528	62665	174255
529	62765	174084
530	62888	173978
531	63010	173871
532	63115	173715
533	63230	173589
534	63342	173451
535	63452	173309
536	63570	173189
537	63672	173029
538	63788	172903
539	63898	172763
540	64007	172619
541	64116	172474
542	64231	172348
543	64347	172223
544	64446	172053
545	64585	171991
546	64696	171854
547	64808	171719
548	64923	171591
549	65038	171463
550	65141	171306
551	65242	171142
552	65344	170982
553	65464	170868
554	65585	170758
555	65710	170659
556	65832	170549
557	65953	170440
558	66058	170286
559	66177	170170
560	66296	170055
561	66422	169955
562	66553	169871
563	66674	169759
564	66796	169650
565	66905	169509
566	67040	169433
567	67154	169304
568	67257	169147
569	67365	169005
570	67485	168890
571	67589	168737
572	67708	168620
573	67809	168459
574	67914	168310
575	68032	168191
576	68135	168036
577	68247	167902
578	68396	167862
579	68520	167757
580	68639	167641
581	68742	167485
582	68863	167374
583	68977	167246
584	69088	167110
585	69195	166966
586	69323	166873
587	69435	166738
588	69554	166623
589	69665	166487
590	69779	166361
591	69903	166257
592	70008	166106
593	70122	165980
594	70229	165837
595	70344	165711
596	70458	165582
597	70581	165476
598	70696	165351
599	70806	165214
600	70916	165078
601	71034	164960
602	71159	164858
603	71273	164731
604	71386	164602
605	71502	164479
606	71604	164323
607	71720	164201
608	71840	164089
609	71947	163945
610	72056	163806
611	72150	163634
612	72251	163478
613	72351	163321
614	72463	163190
615	72583	163077
616	72700	162957
617	72841	162891
618	72975	162810
619	73091	162688
620	73155	162449
621	73267	162319
622	73388	162208
623	73509	162097
624	73619	161963
625	73737	161846
626	73869	161758
627	73997	161662
628	74114	161544
629	74251	161467
630	74435	161493
631	74539	161345
632	74667	161247
633	74795	161152
634	74927	161063
635	75058	160975
636	75192	160890
637	75315	160783
638	75438	160676
639	75621	160694
640	75896	160909
641	76058	160883
642	76172	160755
643	76290	160637
644	76406	160511
645	76520	160385
646	76640	160269
647	76768	160172
648	76883	160045
649	77005	159935
650	77146	159862
651	77274	159764
652	77390	159639
653	77503	159510
654	77629	159406
655	77737	159267
656	77840	159117
657	77942	158965
658	78061	158848
659	78166	158702
660	78266	158546
661	78369	158397
662	78490	158283
663	78601	158149
664	78715	158023
665	78828	157894
666	78947	157776
667	79062	157651
668	79184	157540
669	79293	157404
670	79408	157277
671	79535	157177
672	79707	157164
673	79864	157121
674	80019	157075
675	80145	156970
676	80266	156858
677	80398	156765
678	80502	156619
679	80661	156578
680	80778	156455
681	80896	156337
682	81015	156218
683	81137	156105
684	81288	156049
685	81392	155903
686	81518	155799
687	81626	155659
688	81752	155555
689	81868	155431
690	81986	155312
691	82114	155210
692	82257	155138
693	82371	155010
694	82477	154867
695	82588	154734
696	82865	154912
697	83021	154862
698	83139	154741
699	83258	154622
700	83373	154496
701	83474	154344
702	83588	154216
703	83720	154122
704	83835	153995
705	83951	153872
706	84058	153729
707	84169	153597
708	84272	153448
709	84384	153319
710	84489	153174
711	84631	153097
712	84740	152960
713	84849	152824
714	84958	152687
715	85082	152578
716	85188	152436
717	85301	152306
718	85399	152151
719	85547	152084
720	85660	151955
721	85775	151829
722	85895	151712
723	86008	151584
724	86130	151471
725	86243	151341
726	86362	151224
727	86478	151099
728	86644	151064
729	86766	150949
730	86899	150856
731	87024	150747
732	87141	150624
733	87266	150517
734	87379	150387
735	87487	150249
736	87591	150106
737	87719	150002
738	87822	149856
739	87938	149732
740	88044	149592
741	88151	149453
742	88270	149335
743	88373	149189
744	88489	149066
745	88612	148954
746	88731	148836
747	88837	148695
748	88957	148578
749	89065	148441
750	89164	148290
751	89263	148138
752	89378	148013
753	89474	147858
754	89582	147722
755	89697	147598
756	89806	147462
757	89906	147313
758	90011	147173
759	90112	147025
760	90235	146913
761	90347	146784
762	90464	146663
763	90583	146546
764	90691	146410
765	90798	146272
766	90893	146116
767	91008	145992
768	91131	145881
769	91257	145775
770	91414	145717
771	91578	145670
772	91714	145580
773	91874	145526
774	92024	145458
775	92169	145380
776	92329	145326
777	92436	145188
778	92546	145057
779	92658	144926
780	92784	144820
781	92925	144735
782	93039	144609
783	93143	144467
784	93247	144326
785	93407	144269
786	93545	144180
787	93702	144121
788	93803	143974
789	93905	143829
790	93999	143672
791	94119	143555
792	94231	143427
793	94344	143298
794	94458	143173
795	94602	143092
796	94715	142963
797	94810	142809
798	94922	142680
799	95035	142552
800	95146	142423
801	95243	142271
802	95343	142124
803	95457	141998
804	95576	141880
805	95675	141732
806	95789	141607
807	95911	141492
808	96023	141365
809	96132	141231
810	96242	141099
811	96355	140972
812	96470	140848
813	96572	140706
814	96685	140579
815	96794	140446
816	96898	140307
817	96991	140151
818	97095	140011
819	97205	139881
820	97314	139749
821	97413	139601
822	97519	139465
823	97628	139334
824	97743	139209
825	97860	139089
826	97977	138968
827	98092	138845
828	98193	138702
829	98305	138575
830	98409	138436
831	98510	138293
832	98625	138170
833	98750	138061
834	98864	137936
835	98981	137816
836	99080	137670
837	99195	137547
838	99306	137419
839	99422	137297
840	99529	137163
841	99640	137034
842	99741	136893
843	99837	136744
844	99975	136652
845	100076	136510
846	100190	136387
847	100309	136269
848	100407	136124
849	100507	135981
850	100604	135834
851	100720	135712
852	100831	135584
853	100943	135458
854	101052	135327
855	101168	135206
856	101284	135085
857	101393	134954
858	101494	134813
859	101584	134658
860	101696	134531
861	101793	134386
862	101907	134262
863	102012	134126
864	102130	134009
865	102235	133874
866	102337	133735
867	102448	133607
868	102563	133485
869	102672	133356
870	102795	133244
871	102937	133157
872	103052	133036
873	103172	132919
874	103286	132796
875	103397	132669
876	103520	132557
877	103636	132437
878	103763	132330
879	103877	132207
880	103984	132075
881	104087	131937
882	104198	131811
883	104309	131685
884	104417	131554
885	104552	131457
886	104666	131334
887	104762	131188
888	104862	131049
889	104973	130921
890	105072	130780
891	105185	130657
892	105275	130504
893	105387	130378
894	105507	130263
895	105608	130125
896	105723	130003
897	105838	129882
898	105945	129750
899	106061	129630
900	106167	129498
901	106280	129375
902	106391	129248
903	106500	129120
904	106598	128978
905	106709	128851
906	106806	128709
907	106921	128588
908	107014	128440
909	107129	128319
910	107241	128195
911	107356	128074
912	107466	127947
913	107579	127824
914	107687	127695
915	107798	127569
916	107917	127453
917	108026	127325
918	108126	127187
919	108251	127077
920	108363	126953
921	108465	126818
922	108581	126698
923	108688	126568
924	108804	126448
925	108912	126320
926	109030	126202
927	109130	126064
928	109242	125940
929	109342	125802
930	109441	125663
931	109547	125532
932	109655	125404
933	109758	125270
934	109851	125124
935	109966	125005
936	110084	124887
937	110199	124767
938	110320	124653
939	110433	124531
940	110544	124406
941	110659	124286
942	110750	124138
943	110853	124005
944	110969	123886
945	111069	123749
946	111178	123622
947	111304	123515
948	111421	123397
949	111527	123267
950	111642	123147
951	111751	123020
952	111860	122894
953	111981	122780
954	112092	122655
955	112208	122537
956	112324	122418
957	112436	122294
958	112543	122166
959	112639	122026
960	112751	121902
961	112898	121817
962	113006	121690
963	113118	121567
964	113230	121443
965	113351	121330
966	113456	121200
967	113569	121078
968	113675	120949
969	113779	120817
970	113894	120697
971	114002	120570
972	114092	120424
973	114159	120254
974	114273	120133
975	114383	120009
976	114517	119909
977	114624	119781
978	114728	119650
979	114844	119532
980	114945	119397
981	115043	119261
982	115143	119125
983	115256	119004
984	115310	118822
985	115406	118683
986	115528	118571
987	115651	118461
988	115760	118335
989	115875	118215
990	115996	118103
991	116094	117966
992	116201	117839
993	116315	117719
994	116433	117603
995	116553	117489
996	116653	117355
997	116755	117223
998	116870	117104
999	116985	116985
1000	117096	116862
1001	117197	116729
1002	117305	116603
1003	117412	116476
1004	117531	116362
1005	117641	116237
1006	117731	116095
1007	117827	115957
1008	117942	115838
1009	118051	115713
1010	118156	115584
1011	118256	115451
1012	118365	115327
1013	118458	115187
1014	118572	115067
1015	118681	114943
1016	118733	114764
1017	118859	114656
1018	118985	114548
1019	119087	114417
1020	119229	114324
1021	119330	114192
1022	119435	114065
1023	119546	113942
1024	119641	113805
1025	119734	113666
1026	119846	113545
1027	119946	113412
1028	120067	113299
1029	120175	113174
1030	120272	113039
1031	120384	112919
1032	120483	112785
1033	120599	112668
1034	120703	112539
1035	120808	112412
1036	120922	112293
1037	121034	112172
1038	121157	112061
1039	121272	111943
1040	121394	111832
1041	121489	111695
1042	121600	111573
1043	121718	111458
1044	121846	111352
1045	121952	111226
1046	122060	111102
1047	122171	110980
1048	122290	110866
1049	122406	110748
1050	122525	110634
1051	122621	110498
1052	122737	110381
1053	122861	110271
1054	122982	110159
1055	123079	110025
1056	123179	109894
1057	123284	109767
1058	123384	109636
1059	123508	109526
1060	123617	109403
1061	123729	109282
1062	123851	109171
1063	123970	109057
1064	124071	108926
1065	124175	108799
1066	124274	108667
1067	124373	108535
1068	124498	108426
1069	124643	108334
1070	124751	108211
1071	124862	108089
1072	124971	107966
1073	125009	107782
1074	125104	107647
1075	125204	107517
1076	125318	107399
1077	125414	107265
1078	125528	107146
1079	125629	107018
1080	125727	106886
1081	125838	106764
1082	125948	106643
1083	126086	106545
1084	126243	106463
1085	126400	106381
1086	126550	106293
1087	126696	106201
1088	126822	106093
1089	126985	106015
1090	127126	105919
1091	127241	105801
1092	127361	105687
1093	127474	105568
1094	127583	105445
1095	127683	105315
1096	127779	105182
1097	127884	105056
1098	127985	104927
1099	128080	104792
1100	128219	104695
1101	128390	104622
1102	128535	104529
1103	128659	104419
1104	128765	104294
1105	128867	104166
1106	128985	104050
1107	129149	103972
1108	129302	103885
1109	129444	103788
1110	129584	103690
1111	129704	103576
1112	129808	103450
1113	129931	103338
1114	130289	103413
1115	130439	103323
1116	130598	103239
1117	130786	103178
1118	130935	103086
1119	131084	102995
1120	131256	102921
1121	131407	102830
1122	131607	102778
1123	131754	102684
1124	131926	102609
1125	132053	102500
1126	132206	102410
1127	132408	102358
1128	132572	102276
1129	132689	102159
1130	132906	102118
1131	133056	102025
1132	133169	101904
1133	133291	101790
1134	133346	101625
1135	133464	101508
1136	133641	101436
1137	133812	101358
1138	134019	101308
1139	134190	101231
1140	134342	101139
1141	134517	101064
1142	134688	100987
1143	134814	100875
1144	134945	100767
1145	135065	100650
1146	135171	100524
1147	135288	100405
1148	135405	100287
1149	135526	100171
1150	135630	100043
1151	135740	99920
1152	135858	99802
1153	135980	99687
1154	136086	99561
1155	136876	99933
1156	137260	100009
1157	137659	100094
1158	138482	100486
1159	138887	100573
1160	139399	100737
1161	139623	100692
1162	139795	100609
1163	140070	100600
1164	140281	100545
1165	140458	100465
1166	140693	100426
1167	140880	100352
1168	141017	100243
1169	141227	100187
1170	141414	100113
1171	141586	100028
1172	141735	99927
1173	141881	99824
1174	142034	99726
1175	142173	99618
1176	142315	99511
1177	142483	99424
1178	142625	99317
1179	143021	99387
1180	143187	99297
1181	143348	99204
1182	143477	99087
1183	143613	98977
1184	143757	98870
1185	144722	99328
1186	144955	99282
1187	145172	99225
1188	145973	99566
1189	146171	99494
1190	146400	99444
1191	146604	99376
1192	146794	99298
1193	146962	99205
1194	147062	99066
1195	147235	98978
1196	147387	98873
1197	147504	98747
1198	147633	98627
1199	147780	98520
1200	147931	98415
1201	148086	98313
1202	148220	98197
1203	148382	98100
1204	148537	97997
1205	148674	97883
1206	148816	97772
1207	148957	97660
1208	149076	97534
1209	149212	97419
1210	149336	97296
1211	149479	97186
1212	149615	97071
1213	149740	96949
1214	149871	96830
1215	149999	96710
1216	150120	96585
1217	150254	96468
1218	150373	96342
1219	150491	96216
1220	150628	96100
1221	150761	95983
1222	150875	95854
1223	151008	95737
1224	151146	95623
1225	151275	95503
1226	151428	95398
1227	151569	95286
1228	151699	95166
1229	151834	95050
1230	151986	94945
1231	152131	94835
1232	152252	94709
1233	152370	94583
1234	152494	94460
1235	152599	94325
1236	152711	94194
1237	152876	94096
1238	152992	93969
1239	153131	93854
1240	153236	93720
1241	153355	93593
1242	153508	93488
1243	153639	93369
1244	153784	93259
1245	154052	93222
1246	154216	93123
1247	154347	93004
1248	154479	92885
1249	154615	92769
1250	154879	92729
1251	155003	92605
1252	155116	92475
1253	155248	92356
1254	155363	92227
1255	155490	92105
1256	155630	91991
1257	155783	91884
1258	155922	91770
1259	156049	91648
1260	156215	91549
1261	156378	91447
1262	156515	91331
1263	156644	91210
1264	156783	91095
1265	156932	90986
1266	157078	90874
1267	157210	90755
1268	157312	90619
1269	157449	90502
1270	157591	90388
1271	157741	90279
1272	157888	90168
1273	158040	90060
1274	158198	89956
1275	158356	89851
1276	158489	89731
1277	158617	89609
1278	158723	89476
1279	158859	89358
1280	159004	89245
1281	159143	89130
1282	159282	89014
1283	159427	88901
1284	159584	88795
1285	159768	88704
1286	159927	88600
1287	160054	88477
1288	160174	88350
1289	160299	88227
1290	160445	88114
1291	160635	88026
1292	160789	87917
1293	160954	87815
1294	161111	87709
1295	161256	87596
1296	161397	87480
1297	161522	87356
1298	161646	87231
1299	161789	87117
1300	161927	87000
1301	162052	86875
1302	162187	86757
1303	162322	86638
1304	162467	86524
1305	162602	86406
1306	162737	86286
1307	162904	86185
1308	163058	86075
1309	163212	85967
1310	163344	85846
1311	163493	85734
1312	163653	85628
1313	163817	85524
1314	163927	85391
1315	164063	85273
1316	164217	85163
1317	164377	85057
1318	164534	84949
1319	164665	84827
1320	164817	84717
1321	164959	84601
1322	165109	84489
1323	165242	84368
1324	165377	84248
1325	165513	84129
1326	165634	84002
1327	165749	83873
1328	165868	83745
1329	165990	83619
1330	166120	83497
1331	166304	83401
1332	166450	83287
1333	166591	83170
1334	166766	83070
1335	166942	82971
1336	167087	82856
1337	167219	82734
1338	167341	82608
1339	167474	82487
1340	167598	82361
1341	167739	82244
1342	167852	82113
1343	167960	81980
1344	168088	81857
1345	168197	81724
1346	168324	81600
1347	168453	81477
1348	168573	81350
1349	168691	81222
1350	168810	81093
1351	168935	80969
1352	169065	80846
1353	169183	80718
1354	169311	80594
1355	169447	80474
1356	169570	80349
1357	169721	80236
1358	169845	80111
1359	169983	79992
1360	170129	79877
1361	170254	79752
1362	170374	79624
1363	170515	79507
1364	170666	79394
1365	170810	79278
1366	170944	79157
1367	171082	79038
1368	171209	78913
1369	171337	78790
1370	171483	78674
1371	171595	78543
1372	171723	78419
1373	171880	78309
1374	172026	78193
1375	172166	78075
1376	172301	77954
1377	172434	77833
1378	172555	77706
1379	172682	77582
1380	172831	77467
1381	172949	77339
1382	173078	77215
1383	173190	77084
1384	173304	76954
1385	173440	76834
1386	173550	76702
1387	173662	76571
1388	173789	76447
1389	173912	76321
1390	174041	76198
1391	174168	76073
1392	174278	75941
1393	174406	75817
1394	174546	75699
1395	174668	75572
1396	174795	75448
1397	174935	75329
1398	175048	75199
1399	175171	75073
1400	175279	74941
1401	175394	74811
1402	175526	74689
1403	175656	74566
1404	175777	74439
1405	175903	74314
1406	176030	74190
1407	176154	74065
1408	176262	73932
1409	176393	73810
1410	176520	73685
1411	176641	73559
1412	176773	73436
1413	176894	73309
1414	177022	73185
1415	177144	73059
1416	177275	72937
1417	177407	72814
1418	177536	72691
1419	177649	72561
1420	177774	72435
1421	177902	72311
1422	178032	72188
1423	178169	72068
1424	178294	71943
1425	178421	71819
1426	178553	71696
1427	178675	71570
1428	178781	71437
1429	178891	71306
1430	179023	71184
1431	179171	71068
1432	179322	70953
1433	179478	70840
1434	179649	70733
1435	179793	70615
1436	179938	70497
1437	180120	70394
1438	180273	70280
1439	180421	70163
1440	180581	70051
1441	180744	69941
1442	180885	69822
1443	181027	69703
1444	181157	69579
1445	181301	69461
1446	181443	69342
1447	181587	69223
1448	181740	69108
1449	181876	68987
1450	181984	68855
1451	182112	68731
1452	182261	68614
1453	182405	68496
1454	182544	68375
1455	182690	68257
1456	182834	68139
1457	182950	68010
1458	183088	67889
1459	183237	67772
1460	183383	67654
1461	183527	67536
1462	183640	67405
1463	183786	67287
1464	183909	67161
1465	184028	67033
1466	184160	66910
1467	184317	66796
1468	184468	66679
1469	184610	66560
1470	184767	66445
1471	184891	66319
1472	185015	66193
1473	185151	66071
1474	185282	65947
1475	185406	65821
1476	185545	65700
1477	185673	65576
1478	185816	65456
1479	185961	65337
1480	186084	65211
1481	186212	65086
1482	186340	64961
1483	186487	64843
1484	186611	64717
1485	186728	64588
1486	186845	64459
1487	186956	64329
1488	187091	64206
1489	187218	64081
1490	187349	63957
1491	187476	63832
1492	187593	63703
1493	187714	63576
1494	187834	63449
1495	187949	63319
1496	188109	63205
1497	188288	63097
1498	188452	62985
1499	188590	62863
1500	188729	62742
1501	188856	62616
1502	188979	62490
1503	189192	62393
1504	189370	62284
1505	189516	62165
1506	189618	62031
1507	189743	61905
1508	189894	61788
1509	190073	61679
1510	190222	61561
1511	190359	61438
1512	190475	61309
1513	190595	61181
1514	190712	61053
1515	190832	60925
1516	190957	60799
1517	191152	60695
1518	191310	60579
1519	191522	60480
1520	191693	60369
1521	191900	60268
1522	192086	60160
1523	192223	60038
1524	192396	59926
1525	192580	59818
1526	192760	59708
1527	192976	59610
1528	193133	59493
1529	193269	59370
1530	193566	59296
1531	193874	59225
1532	194040	59110
1533	194189	58991
1534	194393	58887
1535	194609	58788
1536	194808	58683
1537	194992	58573
1538	195143	58454
1539	195397	58365
1540	195526	58239
1541	195750	58141
1542	195985	58046
1543	196167	57935
1544	196384	57834
1545	196558	57721
1546	196766	57618
1547	196951	57507
1548	197072	57378
1549	197194	57250
1550	197318	57121
1551	197438	56992
1552	197561	56864
1553	197680	56734
1554	197800	56605
1555	197958	56486
1556	198142	56375
1557	198298	56256
1558	198529	56158
1559	198733	56053
1560	198870	55928
1561	199066	55820
1562	199407	55752
1563	199570	55634
1564	199719	55513
1565	199879	55394
1566	200030	55273
1567	200199	55157
1568	200481	55071
1569	200731	54977
1570	200902	54861
1571	201504	54862
1572	201754	54767
1573	201980	54665
1574	202184	54557
1575	202336	54435
1576	202481	54311
1577	202648	54193
1578	202859	54087
1579	203000	53962
1580	203131	53834
1581	203256	53705
1582	203459	53596
1583	203604	53471
1584	203747	53347
1585	203871	53217
1586	204004	53090
1587	204134	52961
1588	204272	52835
1589	204404	52708
1590	204583	52592
1591	204715	52464
1592	204864	52341
1593	205070	52232
1594	205256	52118
1595	205551	52031
1596	205737	51917
1597	205895	51796
1598	206132	51694
1599	206330	51582
1600	206521	51469
1601	206687	51349
1602	206986	51262
1603	207236	51163
1604	207482	51062
1605	207714	50958
1606	207984	50863
1607	208170	50747
1608	208355	50632
1609	208511	50509
1610	208696	50392
1611	208837	50266
1612	208983	50140
1613	209121	50013
1614	209233	49879
1615	209377	49753
1616	209496	49620
1617	209626	49491
1618	209810	49374
1619	209973	49252
1620	210121	49127
1621	210284	49005
1622	210424	48878
1623	210582	48755
1624	210743	48633
1625	210879	48504
1626	211000	48373
1627	211144	48246
1628	211278	48118
1629	211411	47989
1630	211555	47862
1631	211698	47736
1632	211834	47607
1633	211994	47484
1634	212141	47358
1635	212278	47230
1636	212423	47104
1637	212555	46975
1638	212698	46848
1639	212915	46737
1640	213136	46627
1641	213270	46498
1642	213460	46381
1643	213595	46253
1644	213720	46122
1645	213853	45992
1646	213975	45861
1647	214109	45732
1648	214248	45604
1649	214375	45473
1650	214525	45347
1651	214662	45219
1652	214785	45088
1653	214897	44954
1654	215015	44822
1655	215129	44688
1656	215250	44557
1657	215364	44423
1658	215550	44305
1659	215678	44175
1660	215792	44041
1661	215916	43910
1662	216031	43777
1663	216180	43651
