iter	Logloss
117	0.1648070624
118	0.164120949
119	0.1635148042
120	0.1629483945
121	0.162400953
122	0.1617824128
123	0.1612783925
124	0.1607218351
125	0.1602340607
126	0.1597880239
127	0.1593528821
128	0.1588742941
129	0.1583970609
130	0.157999048
131	0.1576119443
132	0.1570349291
133	0.1566921082
134	0.1562642672
135	0.1554488319
136	0.1549118271
137	0.1545877036
138	0.1542463021
139	0.1538868092
140	0.1536453926
141	0.1533553857
142	0.1530959507
143	0.1527513371
144	0.15244755
145	0.1521259185
146	0.1516204626
147	0.1511729028
148	0.1508011241
149	0.1503924161
150	0.1501112707
151	0.1498146318
152	0.149563421
153	0.1492504238
154	0.1488874499
155	0.148620197
156	0.1483854555
157	0.1480430779
158	0.1476852685
159	0.1471572607
160	0.1469227827
161	0.1466934442
162	0.1464822929
163	0.1462208887
164	0.1458066288
165	0.1455279685
166	0.145330129
167	0.1450921483
168	0.1448403004
169	0.1445934646
170	0.14434205
171	0.1441107405
172	0.1438979469
173	0.1436753021
174	0.1433577018
175	0.1430931995
176	0.1428014105
177	0.1425324214
178	0.1423254378
179	0.1420830771
180	0.1419039667
181	0.1416763562
182	0.1414951963
183	0.1411540593
184	0.140911695
185	0.1405984127
186	0.1404010053
187	0.140226778
188	0.1399764112
189	0.1397230745
190	0.1393853936
191	0.1391916299
192	0.1390128381
193	0.1387927446
194	0.1385441458
195	0.1382291484
196	0.1380092181
197	0.1378529617
198	0.1376128398
199	0.1374340333
200	0.1372747972
201	0.1371180842
202	0.136974649
203	0.1368356278
204	0.1367210125
205	0.1365871681
206	0.1363733937
207	0.1362020366
208	0.1359866697
209	0.1358551699
210	0.1357112869
211	0.1355928385
212	0.1354605633
213	0.1352241189
214	0.1350777313
215	0.1349593833
216	0.1348272661
217	0.1347109688
218	0.1345953283
219	0.1344391196
220	0.1342573961
221	0.1340394321
222	0.1339093997
223	0.133752179
224	0.133627476
225	0.1333495858
226	0.1332601054
227	0.1331215443
228	0.1329263276
229	0.132691665
230	0.1325684315
231	0.1324776664
232	0.1323460362
233	0.1322220642
234	0.1320820052
235	0.1319815254
236	0.1318394826
237	0.1317504232
238	0.1315429579
239	0.1314000676
240	0.1312064215
241	0.1309819813
242	0.1308659788
243	0.1307592912
244	0.1306150252
245	0.130512086
246	0.1303249462
247	0.130194752
248	0.1300690436
249	0.1299085729
250	0.1298026365
251	0.129633892
252	0.1295202778
253	0.1294317633
254	0.1292994593
255	0.1292214479
256	0.1290814555
257	0.128989133
258	0.128853593
259	0.1287718099
260	0.1286871487
261	0.1285832035
262	0.1284073731
263	0.1282887915
264	0.1281753389
265	0.1280267361
266	0.1279655698
267	0.1279022713
268	0.1278091093
269	0.12764155
270	0.1275609446
271	0.1274632448
272	0.1273797389
273	0.127291845
274	0.1272105518
275	0.1270749874
276	0.1269995116
277	0.1269190187
278	0.1268663956
279	0.126772098
280	0.1266968098
281	0.1266075363
282	0.1265091882
283	0.1264436212
284	0.1262759472
285	0.1261941305
286	0.126090569
287	0.1260194444
288	0.1259030833
289	0.1258331808
290	0.1257593575
291	0.1256208825
292	0.1255789343
293	0.1254475431
294	0.1254079535
295	0.1253451755
296	0.1252944378
297	0.1252319472
298	0.1251764367
299	0.1250895867
300	0.1250061809
301	0.124914694
302	0.1248571039
303	0.1247731755
304	0.1246849181
305	0.1246121583
306	0.1245329812
307	0.1244319816
308	0.1243772742
309	0.1243207402
310	0.1241261807
311	0.1239995812
312	0.1238913018
313	0.1238008052
314	0.1236896658
315	0.1236257962
316	0.1235374323
317	0.1234462829
318	0.1233577258
319	0.1232790833
320	0.1232144955
321	0.1231081217
322	0.12303027
323	0.1229377368
324	0.1228670603
325	0.1227978919
326	0.1227345895
327	0.1227024545
328	0.1225772071
329	0.1224989438
330	0.1224228847
331	0.1223728734
332	0.1222827692
333	0.1222192459
334	0.1221512158
335	0.1220961328
336	0.1219568566
337	0.1218738823
338	0.1218229681
339	0.12177436
340	0.1217461122
341	0.1216948134
342	0.1216486918
343	0.1215857885
344	0.1215073158
345	0.121440756
346	0.1213749444
347	0.1212787354
348	0.1211996841
349	0.1211393846
350	0.121078195
351	0.1210306742
352	0.1209837204
353	0.1209190808
354	0.1208502115
355	0.1208096421
356	0.1207362693
357	0.1206828315
358	0.1206149219
359	0.120566449
360	0.1205333044
361	0.1204663128
362	0.1203416768
363	0.1202178942
364	0.1201701296
365	0.1201248394
366	0.1200315967
367	0.1198926352
368	0.119838351
369	0.1198081326
370	0.1197606805
371	0.1197080992
372	0.1196304109
373	0.1195961795
374	0.1195480066
375	0.1195006244
376	0.119437226
377	0.119343187
378	0.1192729854
379	0.1191881964
380	0.119133826
381	0.1190993071
382	0.1190476763
383	0.11900072
384	0.1189157614
385	0.1188771942
386	0.1188240578
387	0.1187884721
388	0.1187137607
389	0.1186518584
390	0.1185842473
391	0.1185477878
392	0.1185127304
393	0.1184780857
394	0.1184346488
395	0.1183489119
396	0.1182893207
397	0.1182431667
398	0.1182133508
399	0.1180840667
400	0.1179789698
401	0.1179249214
402	0.1178799936
403	0.1178069883
404	0.1177523792
405	0.1177005698
406	0.1175716192
407	0.1175016295
408	0.1174573795
409	0.1174129571
410	0.1173563385
411	0.1173178949
412	0.1172460145
413	0.1171927229
414	0.1171303875
415	0.117091229
416	0.1169856402
417	0.1169374887
418	0.1168787324
419	0.1168010841
420	0.1167743269
421	0.1167215433
422	0.1166844461
423	0.1166464455
424	0.11659957
425	0.1165292254
426	0.1164728919
427	0.1164345403
428	0.1163352902
429	0.1163034245
430	0.1162700967
431	0.1161929182
432	0.116150098
433	0.116104627
434	0.1160615442
435	0.1160421317
436	0.11596466
437	0.1158750972
438	0.115844445
439	0.1157902058
440	0.1157452912
441	0.1157068209
442	0.1156693362
443	0.115644764
444	0.1155764071
445	0.1155277403
446	0.1154819505
447	0.1154425726
448	0.1153099398
449	0.115275137
450	0.1152502075
451	0.1152253406
452	0.1151414958
453	0.1150722944
454	0.115047866
455	0.1150119867
456	0.1149795721
457	0.1149441332
458	0.1148797667
459	0.1148512006
460	0.1147818497
461	0.1147338735
462	0.1146901476
463	0.1146331195
464	0.1146032965
465	0.1145588934
466	0.1145160001
467	0.1144532785
468	0.1144312603
469	0.1144062055
470	0.1143828887
471	0.1143640309
472	0.114314534
473	0.1142860266
474	0.1142459941
475	0.1142258485
476	0.1142126394
477	0.11414066
478	0.1140616268
479	0.1140147565
480	0.1139533007
481	0.1139124656
482	0.1138713228
483	0.1137474052
484	0.1137087575
485	0.1136713534
486	0.113622815
487	0.1135888338
488	0.1135451745
489	0.1135075319
490	0.1134752769
491	0.1134425732
492	0.113413914
493	0.1133836387
494	0.1133057353
495	0.1132895151
496	0.1132593445
497	0.1132067219
498	0.113142476
499	0.1131064091
500	0.1130886001
501	0.1130668789
502	0.1130410053
503	0.1130181592
504	0.1129886503
505	0.1129525803
506	0.1129315836
507	0.1129044441
508	0.1128667941
509	0.1128420156
510	0.1128225579
511	0.1127942246
512	0.1127691018
513	0.1126797508
514	0.1126337479
515	0.1125949095
516	0.1125566125
517	0.1125064424
518	0.1124701066
519	0.1124339972
520	0.1124216151
521	0.1123810761
522	0.1123336273
523	0.1123125119
524	0.1122879652
525	0.1122517621
526	0.1121961927
527	0.1121618237
528	0.1121440306
529	0.1120995137
530	0.1120229293
531	0.1120010219
532	0.1119551666
533	0.1119218969
534	0.1118861215
535	0.1118637564
536	0.1118281626
537	0.1118043105
538	0.1117840957
539	0.1117157562
540	0.1116608928
541	0.1116271498
542	0.1115834622
543	0.1115574376
544	0.1114933225
545	0.1114649775
546	0.1114216207
547	0.1114018522
548	0.111385056
549	0.1113586503
550	0.1113038266
551	0.1112732093
552	0.111238015
553	0.1111996316
554	0.1111632232
555	0.1111440105
556	0.1110797827
557	0.1110408662
558	0.111015842
559	0.1109820824
560	0.1109533615
561	0.110929574
562	0.1109066126
563	0.1108480277
564	0.1108023909
565	0.1107896448
566	0.1107737086
567	0.1107379724
568	0.1107209367
569	0.1106921173
570	0.1106674406
571	0.1106303957
572	0.1105851756
573	0.1105498507
574	0.1105222512
575	0.1104925701
576	0.110453637
577	0.1103840719
578	0.1103288206
579	0.1103021334
580	0.1102811529
581	0.1102446946
582	0.1102192406
583	0.1101993383
584	0.1101721948
585	0.1101492949
586	0.1101139024
587	0.1100901393
588	0.110056799
589	0.110037084
590	0.1100160618
591	0.1099978319
592	0.1099506539
593	0.109922649
594	0.1098928779
595	0.1098724691
596	0.1098452075
597	0.1097951066
598	0.1097712661
599	0.1097294976
600	0.1096830927
601	0.1096539381
602	0.1096313442
603	0.1096089594
604	0.1095852407
605	0.1095594175
606	0.1095382225
607	0.1095023544
608	0.1094876595
609	0.1094396771
610	0.1093718329
611	0.1093259621
612	0.1092704056
613	0.1092341568
614	0.1092147854
615	0.1091787272
616	0.1091543086
617	0.109096756
618	0.1090786607
619	0.1090529525
620	0.1090519633
621	0.1090229996
622	0.1089857563
623	0.1089372704
624	0.1088888873
625	0.1088575798
626	0.1088256542
627	0.1087830837
628	0.1086915293
629	0.1086603047
630	0.1086362721
631	0.1086046846
632	0.1085729363
633	0.1085406894
634	0.1085172141
635	0.1084953387
636	0.10845318
637	0.1084042067
638	0.1083847354
639	0.108374598
640	0.1083196732
641	0.1083025774
642	0.1082539423
643	0.1082244106
644	0.1082145103
645	0.1081888031
646	0.1081498405
647	0.1081305018
648	0.1080804145
649	0.1080497969
650	0.1080233311
651	0.1079874209
652	0.1079606783
653	0.107896736
654	0.1078657115
655	0.1078486305
656	0.1078387195
657	0.1078066827
658	0.107751705
659	0.1077375039
660	0.1076984361
661	0.1076480764
662	0.1076283127
663	0.1075788597
664	0.1075374067
665	0.1074930885
666	0.1074276404
667	0.107397533
668	0.1073679145
669	0.1073495831
670	0.107325811
671	0.1072864084
672	0.1072761192
673	0.1072427283
674	0.1072070576
675	0.1071811589
676	0.1071595521
677	0.107143193
678	0.1071272157
679	0.1071138138
680	0.1070785201
681	0.1070309698
682	0.1069960779
683	0.1069615702
684	0.1069429929
685	0.1069234506
686	0.1069034374
687	0.1068822431
688	0.1068674269
689	0.1068522155
690	0.1068239719
691	0.1068032962
692	0.1067849426
693	0.1067562285
694	0.1067202556
695	0.1067039407
696	0.1066856028
697	0.1066658942
698	0.1066461368
699	0.1066141154
700	0.1065819773
701	0.1065630864
702	0.1065386288
703	0.1065210383
704	0.1064754209
705	0.1064646647
706	0.1064351483
707	0.1064160951
708	0.1063882684
709	0.1063789457
710	0.1063696616
711	0.1062976198
712	0.1062712417
713	0.1062550663
714	0.106237094
715	0.1062140409
716	0.1061773095
717	0.1061589971
718	0.1061374567
719	0.1061161748
720	0.1060810826
721	0.1060752868
722	0.1060242343
723	0.105971648
724	0.1059425622
725	0.1059071842
726	0.1058886319
727	0.1058704786
728	0.1058471867
729	0.1058264912
730	0.1058065233
731	0.1057877242
732	0.105759356
733	0.1057377778
734	0.1057224813
735	0.1057049016
736	0.1056867279
737	0.1056628098
738	0.1056364054
739	0.1056069565
740	0.105570226
741	0.1055516326
742	0.105538147
743	0.1055005253
744	0.1054836384
745	0.1054620932
746	0.105442737
747	0.1054225125
748	0.1053963108
749	0.1053759071
750	0.1053460023
751	0.1053187747
752	0.1052687415
753	0.1052429482
754	0.1052247103
755	0.1052093014
756	0.1051915574
757	0.1051756018
758	0.1051551384
759	0.105128448
760	0.1051047497
761	0.1050956114
762	0.1050750472
763	0.1050543837
764	0.1050480982
765	0.1050329
766	0.1050138277
767	0.1049977941
768	0.104969778
769	0.1049469442
770	0.1049284463
771	0.1048967853
772	0.1048588409
773	0.1048399322
774	0.1048102807
775	0.1047931031
776	0.1047763441
777	0.1047602209
778	0.1047472256
779	0.104740492
780	0.1047231177
781	0.1047023338
782	0.1046755557
783	0.104660073
784	0.1046498759
785	0.1046379702
786	0.1046199747
787	0.1045927234
788	0.1045826465
789	0.1045491038
790	0.1045190495
791	0.1045091758
792	0.1044927692
793	0.104482382
794	0.1044587378
795	0.1044352742
796	0.1044253845
797	0.104410396
798	0.1043937059
799	0.1043654644
800	0.1043475556
801	0.1043214977
802	0.1042478724
803	0.1042384482
804	0.1042317581
805	0.1042209868
806	0.1041969065
807	0.1041741068
808	0.1041628107
809	0.1041448475
810	0.1041196205
811	0.1040965987
812	0.1040687602
813	0.1040520523
814	0.104029706
815	0.104002396
816	0.1039846974
817	0.1039708409
818	0.1038747359
819	0.1038434735
820	0.103790744
821	0.103767897
822	0.1037444172
823	0.1037187184
824	0.1036791251
825	0.1036499683
826	0.10358772
827	0.1035592447
828	0.1035480489
829	0.1035333777
830	0.1035203633
831	0.1034975438
832	0.1034808937
833	0.1034609608
834	0.103442858
835	0.1034237279
836	0.1033974692
837	0.1033733297
838	0.1033443812
839	0.1033256712
840	0.1033101879
841	0.1032781231
842	0.1032585657
843	0.1032233276
844	0.1031992399
845	0.1031482966
846	0.1031317088
847	0.1031023746
848	0.1030814156
849	0.1030435601
850	0.1030306256
851	0.103013205
852	0.1029978325
853	0.1029774979
854	0.1029530745
855	0.1029376856
856	0.102918355
857	0.1028855398
858	0.1028801635
859	0.1028777843
860	0.1028533152
861	0.1028406651
862	0.102827599
863	0.1028194575
864	0.1028011849
865	0.1027921322
866	0.1027749788
867	0.1027720486
868	0.1027400621
869	0.1027273777
870	0.1027071064
871	0.1026927113
872	0.1026788121
873	0.1026633276
874	0.1026386355
875	0.1026086001
876	0.1025897085
877	0.1025694078
878	0.1025421701
879	0.1025243117
880	0.1025047636
881	0.1024828413
882	0.1024769914
883	0.1024556066
884	0.102434743
885	0.1024247995
886	0.1024105059
887	0.1023913438
888	0.1023570459
889	0.1023421376
890	0.1023326688
891	0.1023131385
892	0.1022878232
893	0.1022675751
894	0.1022453075
895	0.1022257533
896	0.1022068676
897	0.1021881537
898	0.1021782348
899	0.10216018
900	0.1021472856
901	0.1021233102
902	0.1020930733
903	0.1020761791
904	0.1020533236
905	0.1020310029
906	0.1020170553
907	0.1020052233
908	0.1019798997
909	0.1019503861
910	0.1019352278
911	0.1019168354
912	0.1019068503
913	0.1018970623
914	0.1018818824
915	0.1018344627
916	0.1017848444
917	0.1017624565
918	0.1017442418
919	0.1017266603
920	0.1017108909
921	0.1016931387
922	0.1016859591
923	0.101652791
924	0.1016329119
925	0.101621741
926	0.1016087064
927	0.1015984508
928	0.1015902618
929	0.1015734848
930	0.1015615104
931	0.1015477634
932	0.1015433533
933	0.1015202859
934	0.1015056295
935	0.1014871747
936	0.1014760691
937	0.1014465639
938	0.1014351486
939	0.1014262694
940	0.1014033724
941	0.1013952632
942	0.1013464103
943	0.1013282423
944	0.1012987592
945	0.1012679463
946	0.1012509649
947	0.1012379301
948	0.101226677
949	0.1012045422
950	0.1011937788
951	0.1011816695
952	0.1011684204
953	0.101142883
954	0.1011237031
955	0.1010994864
956	0.1010859444
957	0.1010725712
958	0.1010461931
959	0.1010187439
960	0.100998215
961	0.1009845593
962	0.100964553
963	0.1009407628
964	0.100895626
965	0.1008822404
966	0.100870724
967	0.100847764
968	0.1008371545
969	0.1008258818
970	0.1008067689
971	0.1007891982
972	0.1007730639
973	0.1007721817
974	0.1007573387
975	0.1007444457
976	0.1007286477
977	0.1007089065
978	0.100686962
979	0.1006739935
980	0.1006549071
981	0.1006470628
982	0.1006309981
983	0.1006088813
984	0.1006085496
985	0.1005889661
986	0.1005740283
987	0.1005554703
988	0.1005281488
989	0.100518916
990	0.1005116012
991	0.1005019537
992	0.1004953764
993	0.1004649034
994	0.1004523137
995	0.100435634
996	0.1004189988
997	0.1004105374
998	0.1003844696
999	0.1003605365
1000	0.1003490203
1001	0.1003043423
1002	0.1002775103
1003	0.1002514983
1004	0.1002330389
1005	0.100215392
1006	0.1001850385
1007	0.100175344
1008	0.1001599391
1009	0.1001531272
1010	0.1001228622
1011	0.1001073055
1012	0.1001011679
1013	0.1000922846
1014	0.1000750423
1015	0.100056855
1016	0.1000565151
1017	0.1000424108
1018	0.1000336792
1019	0.1000148661
1020	0.1000047758
1021	0.09999675646
1022	0.09998327168
1023	0.09997085409
1024	0.0999507938
1025	0.09992893047
1026	0.0999177613
1027	0.09989122785
1028	0.09986704572
1029	0.09984892412
1030	0.09981932097
1031	0.09977154087
1032	0.09974956063
1033	0.09974075222
1034	0.09972248268
1035	0.09970236876
1036	0.09967474756
1037	0.09966406131
1038	0.09965303341
1039	0.09964554702
1040	0.09962612266
1041	0.09961556848
1042	0.09959956427
1043	0.09958042882
1044	0.09956982667
1045	0.09955994785
1046	0.09953903119
1047	0.0995175899
1048	0.09949740737
1049	0.09949144211
1050	0.09946869646
1051	0.09944523844
1052	0.09941127069
1053	0.09939378029
1054	0.09937686696
1055	0.09935155077
1056	0.09933681094
1057	0.09932861884
1058	0.0993213682
1059	0.09930367455
1060	0.09929495118
1061	0.09927314443
1062	0.09926604654
1063	0.09925925059
1064	0.09924406769
1065	0.09922894021
1066	0.09921430684
1067	0.09920568973
1068	0.09918691884
1069	0.099173883
1070	0.09916753064
1071	0.09915483619
1072	0.09911181689
1073	0.09911181657
1074	0.09908613326
1075	0.09907273793
1076	0.09906310281
1077	0.09903937007
1078	0.09901872865
1079	0.09899617869
1080	0.09897805427
1081	0.09896620371
1082	0.09896073811
1083	0.09894636491
1084	0.09893257375
1085	0.09892179598
1086	0.09890993188
1087	0.09887785583
1088	0.09885518639
1089	0.09884204981
1090	0.09883232039
1091	0.09882204523
1092	0.09880408107
1093	0.09878687709
1094	0.09878088347
1095	0.09876936162
1096	0.098765593
1097	0.09875298668
1098	0.09874544642
1099	0.09873372816
1100	0.09871555865
1101	0.09870122435
1102	0.09868419586
1103	0.09867026641
1104	0.09866023142
1105	0.09864016548
1106	0.09861846019
1107	0.09861304515
1108	0.09861026866
1109	0.09859360602
1110	0.09857790896
1111	0.09856521451
1112	0.09853891412
1113	0.09853349857
1114	0.09852365985
1115	0.09851537404
1116	0.09849473553
1117	0.09848295089
1118	0.09846162929
1119	0.09844029484
1120	0.09842986072
1121	0.09838804909
1122	0.09836132627
1123	0.0983507912
1124	0.09834376135
1125	0.09833039364
1126	0.09831830328
1127	0.09829837251
1128	0.09828478456
1129	0.09826853271
1130	0.0982521166
1131	0.09824842356
1132	0.09823850886
1133	0.09821308906
1134	0.09821264638
1135	0.0981876263
1136	0.09817181968
1137	0.09815386596
1138	0.09814306678
1139	0.09810512822
1140	0.09808635582
1141	0.09807290106
1142	0.09805284931
1143	0.09803821091
1144	0.0980307161
1145	0.09801473776
1146	0.09800571085
1147	0.09798976224
1148	0.09797059584
1149	0.09796242977
1150	0.09794676644
1151	0.09793300481
1152	0.09791262734
1153	0.09787062416
1154	0.09786647581
1155	0.09785896863
1156	0.09784835869
1157	0.09784262164
1158	0.097823617
1159	0.09780717202
1160	0.09777502592
1161	0.09775832405
1162	0.09774508204
1163	0.09772837493
1164	0.09771599937
1165	0.09770578922
1166	0.09768704792
1167	0.0976844728
1168	0.09767197716
1169	0.09766338777
1170	0.09764938297
1171	0.09763608439
1172	0.09762730817
1173	0.09761647319
1174	0.09760171701
1175	0.09757830709
1176	0.09756506672
1177	0.09754909543
1178	0.09754239786
1179	0.0975304935
1180	0.09752230896
1181	0.0975082827
1182	0.09748757223
1183	0.09746312694
1184	0.0974503022
1185	0.09743750109
1186	0.0974232788
1187	0.0974122836
1188	0.09740065475
1189	0.0973941256
1190	0.09737507888
1191	0.09735402886
1192	0.09732946377
1193	0.09731896229
1194	0.09731819186
1195	0.09730558497
1196	0.09728844381
1197	0.09727694778
1198	0.09725739443
1199	0.09725113612
1200	0.09724151602
1201	0.09723227456
1202	0.09719324625
1203	0.09717964354
1204	0.09717141793
1205	0.09715980113
1206	0.09713784284
1207	0.09713083425
1208	0.09712866873
1209	0.09711422271
1210	0.09707287207
1211	0.09705834721
1212	0.09703763907
1213	0.09702651679
1214	0.09701337274
1215	0.09698876805
1216	0.09695902386
1217	0.09695122366
1218	0.09694084121
1219	0.0969360114
1220	0.09691917711
1221	0.09689228682
1222	0.09687715685
1223	0.09686281129
1224	0.09685569433
1225	0.09684596531
1226	0.09682775092
1227	0.09681939879
1228	0.0968033604
1229	0.09677092552
1230	0.09675676919
1231	0.09674193968
1232	0.09672583311
1233	0.09670216115
1234	0.09668767143
1235	0.09666556
1236	0.09665093513
1237	0.09663982951
1238	0.09663487553
1239	0.09662915394
1240	0.09661919118
1241	0.09660943422
1242	0.09659803118
1243	0.09658242317
1244	0.09656807612
1245	0.09655875685
1246	0.09653886813
1247	0.0965156756
1248	0.09650663222
1249	0.09649650089
1250	0.09647278021
1251	0.09646398985
1252	0.0964455836
1253	0.09641741476
1254	0.09639504391
1255	0.09637140669
1256	0.09635306461
1257	0.09633632284
1258	0.0963279421
1259	0.09630768239
1260	0.09628434618
1261	0.09626818768
1262	0.09622280017
1263	0.09620371727
1264	0.09618925612
1265	0.09616012806
1266	0.09613302087
1267	0.09612580756
1268	0.0961212367
1269	0.09610888948
1270	0.09608038709
1271	0.09604908494
1272	0.0960388104
1273	0.09602550699
1274	0.09600268475
1275	0.09598345484
1276	0.095977088
1277	0.09596072199
1278	0.09593563024
1279	0.09592154479
1280	0.09589167223
1281	0.09586167483
1282	0.09583288012
1283	0.09581762776
1284	0.09579866642
1285	0.09578608005
1286	0.09576872261
1287	0.09574812602
1288	0.09574011644
1289	0.09572469753
1290	0.09571167447
1291	0.0956943736
1292	0.095685946
1293	0.09567140326
1294	0.09564807086
1295	0.09563933074
1296	0.09562959006
1297	0.09561961323
1298	0.09560501148
1299	0.09558429137
1300	0.09557836639
1301	0.09555643729
1302	0.09554143121
1303	0.09551873369
1304	0.09549626374
1305	0.09547388539
1306	0.09545759034
1307	0.0954537797
1308	0.09544692083
1309	0.09543759103
1310	0.09542503488
1311	0.09540954022
1312	0.09540260623
1313	0.09537570145
1314	0.09536249574
1315	0.09535363144
1316	0.09534465573
1317	0.09533252102
1318	0.09531034691
1319	0.09529967315
1320	0.09528708666
1321	0.09527961023
1322	0.09526433003
1323	0.09525406681
1324	0.09523695115
1325	0.09522090817
1326	0.09520388818
1327	0.0951915946
1328	0.0951830915
1329	0.09516954178
1330	0.09515606039
1331	0.09514783329
1332	0.09513013501
1333	0.09511784928
1334	0.09510640886
1335	0.09509448682
1336	0.09507152074
1337	0.09505790236
1338	0.0950408647
1339	0.09502671264
1340	0.09501967077
1341	0.09501422078
1342	0.09500298656
1343	0.09498808801
1344	0.09497439108
1345	0.0949539054
1346	0.09494623213
1347	0.09493153523
1348	0.09491199707
1349	0.09488287578
1350	0.09486957327
1351	0.09485164094
1352	0.09484356645
1353	0.09482818855
1354	0.09481061725
1355	0.09479467792
1356	0.09478282228
1357	0.09476751792
1358	0.09474740294
1359	0.09472671953
1360	0.0947056645
1361	0.09468133258
1362	0.09465927519
1363	0.094649556
1364	0.09463503832
1365	0.09462469519
1366	0.09459125623
1367	0.09457228042
1368	0.0945576634
1369	0.09453549799
1370	0.09452833717
1371	0.09451425065
1372	0.09450626481
1373	0.09449128596
1374	0.09448067618
1375	0.09446723842
1376	0.09446027811
1377	0.09443910186
1378	0.09443149362
1379	0.09442442797
1380	0.09440380441
1381	0.09438295462
1382	0.09436018903
1383	0.09434822926
1384	0.0943379666
1385	0.09431922299
1386	0.09429668576
1387	0.09427730316
1388	0.09426928144
1389	0.09425714158
1390	0.09424331535
1391	0.09423102971
1392	0.09418917961
1393	0.0941773698
1394	0.0941683226
1395	0.09415639029
1396	0.09413892618
1397	0.09413081091
1398	0.09411503354
1399	0.09410233725
1400	0.09409379485
1401	0.09407444719
1402	0.09406117127
1403	0.09403614932
1404	0.09402524622
1405	0.09400952835
1406	0.09395744748
1407	0.09394349488
1408	0.09392625851
1409	0.09390993397
1410	0.09387458623
1411	0.09386409663
1412	0.09384953768
1413	0.09383855453
1414	0.09382124439
1415	0.09380806509
1416	0.09379258418
1417	0.0937813551
1418	0.09377182469
1419	0.09375614259
1420	0.09374356053
1421	0.09373285052
1422	0.09371616213
1423	0.09370615342
1424	0.09368785057
1425	0.09367040217
1426	0.09366163909
1427	0.09364239997
1428	0.09361994549
1429	0.09360893623
1430	0.09359635486
1431	0.09358060752
1432	0.09357082429
1433	0.09356364009
1434	0.09355483064
1435	0.09353421899
1436	0.09352176487
1437	0.09350100029
1438	0.09348640042
1439	0.0934736224
1440	0.09345105081
1441	0.09342661467
1442	0.09341600596
1443	0.0934082976
1444	0.09340162233
1445	0.09339333199
1446	0.09338063626
1447	0.09335710376
1448	0.09334254867
1449	0.09333389732
1450	0.09332584367
1451	0.09331141181
1452	0.09329388026
1453	0.09326897716
1454	0.09324760513
1455	0.09322258894
1456	0.0932104243
1457	0.09318884841
1458	0.09317761802
1459	0.09316946152
1460	0.09315200612
1461	0.09314186725
1462	0.09313089825
1463	0.0931213837
1464	0.09307616432
1465	0.09305981255
1466	0.09304365475
1467	0.09302184671
1468	0.09300254098
1469	0.09298144919
1470	0.09296287532
1471	0.09294981515
1472	0.09293849873
1473	0.09292871163
1474	0.09291101882
1475	0.09290248284
1476	0.09289120089
1477	0.09287414526
1478	0.09286587233
1479	0.09285004402
1480	0.09283614604
1481	0.09281417527
1482	0.09279964443
1483	0.09278379778
1484	0.09277540659
1485	0.0927663159
1486	0.09275849904
1487	0.0927449729
1488	0.09273303553
1489	0.09271818984
1490	0.09270627691
1491	0.09269950534
1492	0.09267616599
1493	0.09266037834
1494	0.09264803931
1495	0.09264445406
1496	0.09263195097
1497	0.09261999471
1498	0.09261030484
1499	0.09259345576
1500	0.09258497221
1501	0.09256231771
1502	0.09255381874
1503	0.09254141301
1504	0.09253227789
1505	0.09251451753
1506	0.09250408825
1507	0.09248889566
1508	0.09246886562
1509	0.0924605234
