iter	Logloss
1510	0.0924472264
1511	0.0924362489
1512	0.09241981601
1513	0.0924043292
1514	0.09239592027
1515	0.09238566908
1516	0.09237024648
1517	0.09236100125
1518	0.09234507424
1519	0.09233622152
1520	0.09232859559
1521	0.09231456002
1522	0.09230670227
1523	0.09229379663
1524	0.09227674806
1525	0.09226881546
1526	0.0922535022
1527	0.0922417066
1528	0.09223067856
1529	0.09221430691
1530	0.09220151142
1531	0.09218728813
1532	0.09217001645
1533	0.09214768977
1534	0.09214112669
1535	0.09212216264
1536	0.09211263967
1537	0.09209632722
1538	0.09207961287
1539	0.09205842696
1540	0.09204945887
1541	0.09203336092
1542	0.09202709132
1543	0.09201802794
1544	0.09201036154
1545	0.0919969901
1546	0.09198875745
1547	0.09198000503
1548	0.09196569683
1549	0.09195025438
1550	0.09193888576
1551	0.09192376773
1552	0.09191477384
1553	0.09190515035
1554	0.09187506954
1555	0.09186135211
1556	0.09184339604
1557	0.09183753146
1558	0.09182648329
1559	0.09181505955
1560	0.09180549643
1561	0.09179274912
1562	0.09178743232
1563	0.0917698502
1564	0.09176196063
1565	0.09175466335
1566	0.0917480101
1567	0.09173734833
1568	0.09172561036
1569	0.09171105615
1570	0.09169149799
1571	0.09167900003
1572	0.09166347457
1573	0.09164540206
1574	0.09162941794
1575	0.09161618854
1576	0.09160474141
1577	0.09158676016
1578	0.09158028539
1579	0.091561429
1580	0.09154620483
1581	0.09152710999
1582	0.09151890775
1583	0.09150988917
1584	0.09149741235
1585	0.09148439297
1586	0.09146456654
1587	0.09145451079
1588	0.0914487203
1589	0.09143776484
1590	0.09143041257
1591	0.09142019377
1592	0.09140850568
1593	0.09139636193
1594	0.09138413663
1595	0.09137752601
1596	0.0913738173
1597	0.09136657622
1598	0.09135869669
1599	0.09135283497
1600	0.09134127596
1601	0.09133440996
1602	0.091320815
1603	0.09130542374
1604	0.09129665205
1605	0.09128145776
1606	0.09126559477
1607	0.09125478284
1608	0.09124044606
1609	0.09122578028
1610	0.09121243749
1611	0.09119453061
1612	0.09118055088
1613	0.09116575147
1614	0.0911535534
1615	0.09113892589
1616	0.091128721
1617	0.09112039449
1618	0.0911090945
1619	0.09110205534
1620	0.09109032377
1621	0.09107689772
1622	0.09106782158
1623	0.09104386998
1624	0.0910290046
1625	0.09101351728
1626	0.09100092955
1627	0.0909861163
1628	0.09097794833
1629	0.09096781076
1630	0.09095119324
1631	0.09094145847
1632	0.09093182215
1633	0.09092382673
1634	0.09091391442
1635	0.0908972861
1636	0.09088012433
1637	0.090868938
1638	0.09085520748
1639	0.09084929559
1640	0.09083299372
1641	0.09081684246
1642	0.09079369292
1643	0.09078167495
1644	0.09077176741
1645	0.09076646134
1646	0.09075678303
1647	0.09074894438
1648	0.09072910292
1649	0.09072232209
1650	0.09070581357
1651	0.09069683089
1652	0.09068753893
1653	0.0906744918
1654	0.09066078505
1655	0.09065132742
1656	0.09063052958
1657	0.09062058911
1658	0.09060438462
1659	0.09060010922
1660	0.09058888459
1661	0.09057843395
1662	0.0905723569
1663	0.09055634748
1664	0.09055030483
1665	0.09053925254
1666	0.09052502791
1667	0.09051439471
1668	0.09050367598
1669	0.0904952952
1670	0.09048366607
1671	0.09047495591
1672	0.09046244582
1673	0.0904521148
1674	0.09042810477
1675	0.09041129581
1676	0.09039910415
1677	0.09038288294
1678	0.09036609862
1679	0.09035712711
1680	0.09034007391
1681	0.09033478645
1682	0.09032103661
1683	0.09031360142
1684	0.0902985052
1685	0.09028643864
1686	0.09027030916
1687	0.09025964115
1688	0.09023812284
1689	0.09022897928
1690	0.09022096055
1691	0.09021597991
1692	0.09020331479
1693	0.09019379364
1694	0.09017779852
1695	0.09016906951
1696	0.0901541674
1697	0.09014660432
1698	0.09013289547
1699	0.09012737328
1700	0.09010891211
1701	0.09009561736
1702	0.09008462882
1703	0.09007318163
1704	0.09006100124
1705	0.09003758932
1706	0.09003021429
1707	0.09001471361
1708	0.09000688933
1709	0.08999337827
1710	0.08998595362
1711	0.08996390382
1712	0.08995479477
1713	0.08994482711
1714	0.08993026874
1715	0.08991618903
1716	0.08990985822
1717	0.0898980236
1718	0.08988524239
1719	0.08987351783
1720	0.0898627411
1721	0.08985020858
1722	0.08984319133
1723	0.0898346465
1724	0.08982320233
1725	0.08980663295
1726	0.08979592455
1727	0.08977485374
1728	0.08976136689
1729	0.08975105508
1730	0.08972947014
1731	0.08971951698
1732	0.08970396894
1733	0.08968099817
1734	0.08967167982
1735	0.08966593163
1736	0.08965487942
1737	0.08963765
1738	0.08963198992
1739	0.08962457538
1740	0.08961135979
1741	0.08960181972
1742	0.08958495983
1743	0.08957883443
1744	0.0895659386
1745	0.08954946989
1746	0.08953646694
1747	0.08952467707
1748	0.08951646071
1749	0.08948900187
1750	0.08947294916
1751	0.089453943
1752	0.08944636602
1753	0.08943017852
1754	0.08941751407
1755	0.08940966862
1756	0.08939824075
1757	0.08939355504
1758	0.08937846136
1759	0.08936729413
1760	0.08935311574
1761	0.08933734567
1762	0.08932610431
1763	0.08930634585
1764	0.08929570404
1765	0.08928667157
1766	0.08927274437
1767	0.08925476948
1768	0.08924435652
1769	0.0892318161
1770	0.08922526985
1771	0.08921300416
1772	0.08920148287
1773	0.0891946791
1774	0.08918760056
1775	0.08917762614
1776	0.08916849211
1777	0.08915745077
1778	0.08914854516
1779	0.08914137073
1780	0.08913364538
1781	0.08912740746
1782	0.08911229935
1783	0.08910352639
1784	0.08908439255
1785	0.08907729313
1786	0.08903180636
1787	0.08901510249
1788	0.08899863577
1789	0.08899034638
1790	0.08898301797
1791	0.08897223444
1792	0.08896643635
1793	0.08895365374
1794	0.08893927499
1795	0.0889286937
1796	0.08891428238
1797	0.0889018959
1798	0.08888925872
1799	0.08888262482
1800	0.08887605954
1801	0.08886783405
1802	0.08885902293
1803	0.08884797498
1804	0.08883981602
1805	0.08883036008
1806	0.08882110785
1807	0.08880746209
1808	0.08880046634
1809	0.08879208412
1810	0.08878461774
1811	0.08876789855
1812	0.08875887707
1813	0.0887465371
1814	0.08873094251
1815	0.08872180144
1816	0.08871450562
1817	0.08870607436
1818	0.08869103965
1819	0.08868280339
1820	0.08866652527
1821	0.08865876927
1822	0.0886487105
1823	0.08863408567
1824	0.08862419992
1825	0.08861454118
1826	0.08860132635
1827	0.08859419623
1828	0.08858899284
1829	0.08858345789
1830	0.08857564321
1831	0.08856968778
1832	0.08855664603
1833	0.08853312545
1834	0.08852432605
1835	0.08851224846
1836	0.08851012134
1837	0.08849943718
1838	0.08848713686
1839	0.08847645149
1840	0.08846683458
1841	0.0884571556
1842	0.08844930895
1843	0.08843648659
1844	0.0884268234
1845	0.08841692256
1846	0.08840756222
1847	0.08840170609
1848	0.08839472999
1849	0.08838621263
1850	0.08838252123
1851	0.08836840475
1852	0.08836157898
1853	0.08835214096
1854	0.08834235209
1855	0.08832765426
1856	0.08831759586
1857	0.0883040654
1858	0.08829712434
1859	0.08828781168
1860	0.08827636016
1861	0.08826383791
1862	0.08825743292
1863	0.08824415392
1864	0.08823226241
1865	0.08822181862
1866	0.08821224147
1867	0.08820556771
1868	0.08819170547
1869	0.08818135481
1870	0.08817249318
1871	0.08815942274
1872	0.0881488287
1873	0.08813386673
1874	0.08812670615
1875	0.08811837196
1876	0.08811039704
1877	0.08810086147
1878	0.08809217332
1879	0.0880797298
1880	0.08807360781
1881	0.08806407791
1882	0.08805447598
1883	0.08804630229
1884	0.08803692001
1885	0.08802943477
1886	0.08802121281
1887	0.08801322534
1888	0.08800671685
1889	0.08799963981
1890	0.08799193359
1891	0.08798166321
1892	0.08797160911
1893	0.08796356828
1894	0.08794629629
1895	0.08793458636
1896	0.08792609091
1897	0.08790860335
1898	0.08790081591
1899	0.08789066247
1900	0.08787392526
1901	0.08786609809
1902	0.08785407255
1903	0.08784170656
1904	0.08783408692
1905	0.08781509678
1906	0.08780075944
1907	0.08778319581
1908	0.08777704434
1909	0.08776724594
1910	0.08775937398
1911	0.08774932762
1912	0.08774276511
1913	0.08772289634
1914	0.08771088703
1915	0.08770363902
1916	0.08769654161
1917	0.08767676647
1918	0.08766772323
1919	0.08766171012
1920	0.0876538094
1921	0.08764526787
1922	0.08764024088
1923	0.08763008331
1924	0.08761219123
1925	0.0875937645
1926	0.08758188282
1927	0.08757213467
1928	0.087557812
1929	0.08755091282
1930	0.08753903635
1931	0.08751884503
1932	0.0875093226
1933	0.08749747839
1934	0.08748998537
1935	0.08748325752
1936	0.08747404818
1937	0.08745983604
1938	0.08744990652
1939	0.08744359806
1940	0.08743280261
1941	0.08742555335
1942	0.08741548708
1943	0.08740630546
1944	0.08739571429
1945	0.08738886667
1946	0.08737852541
1947	0.08736820991
1948	0.08735288117
1949	0.08734220016
1950	0.08732955668
1951	0.08731201264
1952	0.08729448034
1953	0.08728827642
1954	0.08727075748
1955	0.08726292946
1956	0.08725365962
1957	0.08724512988
1958	0.08723358975
1959	0.08722440837
1960	0.08721733043
1961	0.08720979061
1962	0.08720170503
1963	0.08719624431
1964	0.08718728591
1965	0.08717574885
1966	0.08716625448
1967	0.0871560991
1968	0.08714966951
1969	0.08714017414
1970	0.08712861772
1971	0.08712259243
1972	0.08710615039
1973	0.08710035804
1974	0.08709302951
1975	0.08708151167
1976	0.08706195248
1977	0.08705582495
1978	0.08704365576
1979	0.08702438629
1980	0.08701473663
1981	0.08700709165
1982	0.08699494197
1983	0.08697574841
1984	0.08697400286
1985	0.08696477186
1986	0.08695240915
1987	0.08694186905
1988	0.08693261761
1989	0.08692521998
1990	0.0869178408
1991	0.08690759853
1992	0.08690166059
1993	0.08688788945
1994	0.0868776471
1995	0.08683672376
1996	0.08682583883
1997	0.08681484451
1998	0.08679813257
1999	0.0867935952
